@relation 'credit_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A-1-M-1'

@attribute '-0.279v10-0.271v17-0.271v12-0.269v16-0.268v3-0.262v7-0.257v18-0.254v9+0.251v11+0.251v4-0.245v5+0.243v2-0.24v1-0.234v14-0.15v6+0.142v19+0.098v20-0.083attribute_0-0.083time+0.054v8-0.038v15+0.034v22+0.029v13-0.028v28+0.026v26-0.014v27+0.01 v25-0.008amount+0.004v23+0.002v21-0.001v24' numeric
@attribute '-0.407v27-0.389v21+0.373v22+0.268v20-0.23v28+0.221attribute_0+0.22 time-0.209v8-0.197v25-0.192v15+0.186v14+0.159v6-0.145v11-0.141v7+0.134v23-0.108v26-0.102v1-0.099v9-0.088v5+0.085v24-0.083v10-0.074v13+0.072v12+0.071v16+0.065v2-0.064v19-0.064v3+0.043v17+0.015v18+0.005amount-0.001v4' numeric
@attribute '0.463v8-0.385v23-0.364v21+0.282v22+0.268v13-0.231v6-0.227attribute_0-0.224v28-0.223time-0.163v2+0.153v24+0.15 v15+0.115v14+0.112v19+0.108amount+0.106v20+0.104v7-0.059v4-0.054v5-0.05v11+0.045v3+0.036v10+0.034v12-0.034v18+0.027v1-0.026v26-0.024v17+0.013v9+0.013v16+0.008v27-0.002v25' numeric
@attribute 0.504attribute_0+0.504time-0.225v25-0.215v6-0.209v14+0.198v1+0.197v5-0.182v23-0.172v2+0.166v19+0.163v8+0.154v22+0.142v27+0.138v7-0.125v12+0.116v26+0.113v11+0.094v4-0.093v16-0.092v24+0.089v28-0.074v17+0.061amount-0.049v9-0.041v21-0.038v13+0.032v3-0.025v20-0.025v10-0.016v15-0.015v18 numeric
@attribute '0.407v19+0.368v24-0.335v25-0.303v20+0.276v21+0.242v15-0.225v26-0.204v18+0.165v6-0.16v16-0.157v17-0.146v27-0.143v4+0.141amount+0.13 v14-0.126v28-0.123v5+0.118v13-0.113v11-0.113v22+0.103v9+0.081time+0.08 attribute_0-0.063v2-0.059v1-0.056v8+0.052v3-0.044v7+0.031v12+0.028v10+0.021v23' numeric
@attribute '-0.315v26+0.298v25-0.291v6+0.285v8-0.265amount+0.26 time+0.254attribute_0-0.234v22-0.225v15-0.19v1-0.189v3+0.186v2-0.184v20-0.172v19-0.163v23+0.158v24-0.147v5-0.13v11+0.125v13+0.102v16+0.101v12+0.085v21-0.084v27-0.082v4+0.077v14-0.075v7+0.052v17+0.048v9+0.048v18-0.033v28+0.032v10' numeric
@attribute '0.765amount+0.268v20-0.257v26-0.224v23-0.215v22+0.161v27-0.151v5-0.145v1-0.14v19-0.13v24-0.12v3-0.114v13-0.111v15+0.073v6+0.07 v21-0.061v2+0.06 v12+0.06 v28+0.053time+0.047v9+0.047attribute_0+0.043v14+0.026v18+0.026v16-0.023v25+0.02 v17-0.019v11-0.019v7-0.011v10+0.008v4+0.005v8' numeric
@attribute '-0.573v28-0.368v24-0.368v20+0.291v13-0.289v15-0.238v25-0.206v23-0.168v19+0.152v26-0.122v22-0.106v8+0.102v4+0.091v21+0.08 v11-0.08v27+0.072v5+0.068v6+0.048amount-0.046time-0.043v12-0.043v2+0.042v17-0.041attribute_0+0.032v16-0.025v9-0.023v14-0.021v10+0.019v18-0.018v3-0.016v7-0.016v1' numeric
@attribute '0.582v13+0.385v23+0.339v26+0.308v25+0.217v19+0.18 v6+0.171v20+0.164time+0.159attribute_0-0.156v5+0.153amount-0.152v24+0.125v8+0.114v27+0.093v12-0.087v11+0.085v14-0.062v3-0.056v4-0.056v1+0.049v10+0.048v21-0.039v28+0.032v7+0.023v16-0.021v9+0.017v15+0.015v2-0.014v17+0.001v22+0    v18' numeric
@attribute '0.518v15-0.481v13+0.403v26-0.332v28-0.212v1+0.151v25-0.141v3-0.13v20-0.127v5+0.107v12+0.105time+0.097v16+0.093attribute_0+0.092v8+0.089v17-0.087v11-0.085v24+0.074amount-0.066v22-0.064v27+0.061v18+0.059v2-0.057v23-0.051v6-0.049v9-0.04v7+0.039v10+0.031v14+0.022v19+0.02 v4-0.006v21' numeric
@attribute '-0.621v24-0.553v26+0.456v15-0.163amount+0.128v13+0.119v19+0.094v23-0.073v25+0.07 v18-0.066v21+0.064v2+0.057v20-0.056v6+0.048v17-0.048v3+0.033v22-0.025v14+0.024v5-0.024v7+0.023v9-0.019v8-0.016v28+0.015v12+0.015attribute_0+0.014time-0.013v1-0.01v10-0.009v27+0.008v16+0.008v4-0.007v11' numeric
@attribute -0.472v25+0.364v28+0.333v13-0.291v23+0.288v26+0.256v15+0.253v2-0.177v22+0.158v20-0.152v19-0.15v7+0.143v17+0.133v16+0.126v18-0.124v1-0.113v3-0.107v8-0.099amount+0.082v24+0.074v4+0.069v14+0.069v12+0.054v10-0.043v11-0.04v6-0.038v27-0.031v9+0.016attribute_0-0.015v21+0.014time-0.009v5 numeric
@attribute '-0.35v23+0.346v27+0.315v19-0.296v24-0.274amount+0.273v6-0.272v15+0.241v14-0.227v4-0.207v13-0.176v18-0.176v7-0.133v1-0.124v11+0.123v12+0.108v26+0.106v9-0.104v17+0.1  v28-0.1v5+0.097v22+0.096v2-0.059v16+0.059v10-0.039v25-0.039v21+0.029v20+0.022v8+0.02 v3-0.007attribute_0+0.005time' numeric
@attribute '-0.653v27+0.409v28+0.277v25-0.272v24-0.27v23-0.229v20+0.168amount-0.128v18+0.124v26+0.116v22-0.094v4-0.091v16-0.09v17+0.082v3+0.075v6-0.07v11-0.062v12+0.05 v7+0.048v13-0.035v10+0.032v1-0.031v5+0.027v21-0.021v2-0.014v14+0.012v15-0.011time+0.009v9-0.006v8-0.006v19-0.003attribute_0' numeric
@attribute '-0.4v6-0.396v25+0.39 v23+0.312v8-0.279v15+0.224v9-0.219v27-0.216v24-0.179v13+0.175v19-0.156v5+0.138v26+0.125v28-0.117attribute_0-0.109time-0.103v1+0.087v18+0.081v10+0.08 v14-0.074v4+0.07 v21+0.065v7-0.06v22+0.06 v17-0.059v3+0.052amount-0.043v2+0.033v12-0.024v11+0.023v16+0.006v20' numeric
@attribute '-0.453v19-0.406v20+0.376v8+0.328v6+0.267v22+0.214v23+0.211v27-0.206v25+0.192v28-0.191v5-0.147v18-0.13v9+0.097v2-0.092v21+0.09 v7+0.088v4+0.076v15-0.069v17-0.061v3+0.06 v10-0.059v26+0.058amount+0.047v14-0.044v11-0.028v13-0.028v24+0.021time-0.015v1-0.015v12+0.01 attribute_0+0.007v16' numeric
@attribute '0.457v19+0.441v18+0.348v4+0.3  v6+0.278v17-0.231v20+0.212v2+0.173v11+0.171v16-0.141v14-0.135v3-0.132v15-0.111v21+0.106v24-0.101v26+0.098v8+0.092v28+0.091v22+0.083amount-0.082v23+0.069v7+0.063v25+0.062v9-0.046time+0.042v10-0.038v27-0.032attribute_0-0.031v13-0.031v1-0.024v12-0.017v5' numeric
@attribute class numeric

@data
8.20923,-2.01239,1.590327,-3.041129,-1.06683,4.886498,2.181135,-1.855181,1.958918,1.462227,0.134942,1.241042,1.239781,-0.456329,0.893696,0.689742,0.430461,1
0.361482,0.150147,-0.2015,-1.657105,-0.451629,-1.518723,2.566695,-0.873427,0.032903,-1.0332,-1.222283,-1.370276,-1.050262,-0.059363,0.745286,0.993178,-0.716969,1
8.262408,-2.048653,1.752557,-3.051102,-1.042655,5.118947,2.304681,-1.781204,1.874562,1.519075,0.107513,1.464453,1.342999,-0.420612,0.858676,0.644669,0.44325,1
8.321844,-2.034528,1.809835,-3.157103,-1.057933,5.301927,2.362794,-1.769913,1.964002,1.586169,0.104202,1.535175,1.368734,-0.408878,0.87499,0.664179,0.466128,1
8.381282,-2.020435,1.867146,-3.263134,-1.073193,5.484897,2.420896,-1.75858,2.053409,1.653272,0.100879,1.605899,1.394493,-0.397147,0.891285,0.683712,0.489029,1
8.440711,-2.006343,1.924457,-3.369129,-1.088425,5.667889,2.478997,-1.747215,2.142805,1.720395,0.097546,1.676625,1.420273,-0.385418,0.907547,0.703267,0.511948,1
8.500164,-1.992338,1.981855,-3.475283,-1.103662,5.850804,2.537076,-1.735802,2.232129,1.787499,0.094199,1.747347,1.446075,-0.373689,0.923822,0.722838,0.534897,1
-1.259971,-1.278988,-0.340137,-1.240974,-4.059166,0.056404,-0.35608,0.532757,-1.280868,0.983916,-0.577936,0.045721,-1.385875,0.383182,-0.384995,-0.040864,0.826409,1
-1.349309,-1.031895,-0.393909,-1.251468,-3.69778,0.132266,-0.410542,0.051266,-2.083308,1.257541,-0.711419,0.2129,-1.88147,0.121741,-0.038646,0.235568,0.248729,1
0.850163,-1.893059,-0.899838,-0.539485,-4.105258,-0.480203,-0.161076,-0.372423,-1.91553,1.219544,-0.707343,-0.553431,-0.808328,0.453601,-0.347135,-0.008753,0.534163,1
0.354056,-0.013119,0.908068,-0.155895,2.227006,-2.280364,-0.661221,-0.928716,-1.799288,-0.205587,1.197021,-0.433776,0.800721,-1.342205,1.710275,0.206118,0.582147,1
-1.736327,0.199937,0.526178,-1.745366,1.735412,-1.038797,-1.161033,-0.476629,-1.271868,0.406327,0.045231,0.8597,-1.388615,1.625586,0.49934,0.221766,0.668879,1
0.344582,-1.369444,0.25919,-1.159748,-0.609444,-0.42167,-0.343014,-0.700083,-0.805328,-0.358937,0.051466,0.088933,-0.642726,-0.123555,-0.618404,0.522386,-0.668582,1
0.76539,-0.578913,0.907641,-0.933333,0.747888,-3.06775,1.230279,-1.662422,1.804723,0.676979,-0.696055,-0.015641,-1.151073,0.145345,0.45914,-0.133174,-0.408678,1
-0.311796,-1.317026,0.225013,-0.988456,-2.027178,-0.817325,-0.276829,0.634584,0.432319,-0.268526,0.861045,0.032433,0.166182,0.804404,-0.506188,0.258237,-0.062419,1
-1.77803,-0.288071,0.378883,-1.732879,-0.762371,0.05142,-0.313187,0.64525,-0.192499,-1.080148,-0.589581,-0.417929,0.198678,0.013843,-0.003684,0.267994,0.219253,1
0.235528,-1.432576,-0.223301,-0.732054,-1.949494,-0.893654,-0.116241,-0.28177,-0.729544,0.48704,0.336115,-0.612266,0.450849,0.569653,-0.0918,0.00988,0.112343,1
1.507214,-0.893396,0.107244,-0.868883,0.496728,-1.260881,-0.306099,0.669791,-1.188887,1.142575,-0.238053,-0.956985,-0.76742,-0.455819,-0.024319,-0.945976,-1.114593,1
3.552186,-2.446695,0.368003,-0.005737,-1.311908,-0.927063,-0.460609,-1.035135,0.611726,-1.288927,0.030536,0.018886,-0.088254,0.626364,-1.282302,0.03287,-0.842577,1
-1.919373,-1.830668,-0.716922,-1.257953,0.390998,-1.157534,-0.630374,-0.206753,-1.422184,2.044641,0.012106,0.766288,0.384382,-0.277199,0.48901,-0.150149,-0.034425,1
1.567228,-0.926651,0.27246,-0.836444,0.454862,-0.918894,-0.389457,0.72304,-1.359924,1.175377,-0.204315,-0.682048,-0.626537,-0.478063,-0.020724,-1.116255,-1.192493,1
3.823326,-1.777665,0.936121,0.403513,0.403646,-1.858497,-1.00367,-1.010048,0.922167,-1.287294,0.122751,0.537986,0.583944,0.148762,-0.66463,0.060074,-0.552259,1
3.974855,-1.867262,0.528502,0.253078,1.024692,-1.388405,-0.589855,-1.012569,0.48868,-1.83466,0.717823,0.681204,0.599541,-0.100568,-0.160026,-0.034651,-0.468538,1
3.890242,-1.652987,0.98674,0.094762,0.640622,-1.609471,-1.062781,-0.997888,1.118545,-1.042749,0.307719,0.718201,0.48079,0.467885,-0.697896,0.204668,-0.3569,1
4.018054,-1.463364,1.028222,0.051503,0.619576,-1.398748,-1.174347,-0.823735,1.127975,-0.998236,0.114638,0.619466,0.499963,0.627173,-0.523804,0.153677,-0.299542,1
4.05043,-1.15075,0.924713,-0.027457,1.367819,-0.874003,-0.814144,-0.793057,0.791452,-1.850379,0.394901,-0.091558,1.020754,0.476395,0.216622,-0.235836,0.153244,1
4.120051,-1.350085,0.381567,-0.355529,0.699821,-0.337704,-0.119161,0.007257,0.302529,-1.50746,0.710706,0.463362,-0.202509,0.36879,0.146557,0.36538,-0.317076,1
4.350392,-1.610486,0.800828,-0.310366,1.005802,-0.471413,-0.338605,0.00436,0.791874,-0.770756,0.785827,0.56002,-0.073211,0.291315,-0.143835,-0.127815,0.013108,1
0.385395,-2.071149,3.606857,1.133396,2.028136,-0.50565,-0.580567,3.700722,-2.489198,1.958704,-0.856077,0.195611,1.606426,-2.007484,-0.759558,-2.085413,0.543944,1
-1.709384,0.48087,0.767472,-1.454666,0.694909,-2.350523,2.092554,-1.469122,0.599179,0.840853,0.184149,-1.359576,-1.271766,-0.257388,0.814755,-0.576765,0.687862,1
-1.707512,-0.841818,0.008357,-1.335195,-1.59859,0.315099,-0.030055,0.07779,-1.071654,-0.277281,0.336934,-0.37422,-0.59925,-0.131136,0.002962,-0.243706,0.76734,1
-1.443009,-1.341735,-0.457706,-1.053176,-3.959559,0.092719,-0.326005,0.297273,-1.293275,1.638727,-0.15123,0.182558,-1.468891,0.545838,-0.52494,0.060029,0.408639,1
0.963719,-2.390501,-0.495301,0.531608,-3.384681,-0.646025,-0.743571,-0.805493,-1.34492,0.446535,-0.324308,0.627441,-1.325435,0.74177,0.334538,-0.410312,0.613264,1
1.052965,-1.395043,-0.99104,0.421635,-2.08717,-1.779132,-1.55637,-0.272748,-0.480872,0.454102,0.554563,0.317334,-2.015017,-0.656414,1.811191,0.789653,1.023531,1
7.140814,-3.777352,0.218865,1.198803,0.093637,-0.922369,-0.187125,-3.702926,-0.525507,-1.659157,0.856906,-1.238446,0.200813,0.250046,-1.537696,-0.902809,-1.180127,1
2.220216,-1.457213,-1.035139,-0.373038,-0.656368,-0.79462,-0.043107,-0.289006,-1.73337,-0.522172,-0.483975,-0.581029,0.441883,0.267116,-0.296528,0.820264,-1.086931,1
2.576385,-1.437989,-0.655206,-0.113354,0.491418,-1.961294,-0.262137,-0.422153,-0.746795,0.327963,-0.011532,-0.189833,0.341097,-0.14291,-0.003856,0.603396,-0.303882,1
7.005876,-2.335146,0.018524,0.922903,-0.081551,-1.107293,-0.361537,-1.991518,-0.514573,-2.274043,-1.051848,-0.752536,0.452148,0.005334,-1.207944,0.846185,-1.900213,1
7.666032,-2.596819,0.353348,1.371792,1.037588,-2.500971,0.266774,-2.688411,0.722952,-1.500748,-1.111284,-0.498854,0.634874,0.271072,-1.045537,0.277531,-0.71113,1
7.556789,-2.433486,0.909635,1.835457,1.194267,-2.207361,-0.591785,-1.351607,-0.396065,-1.143327,-0.430091,0.337976,0.376636,-0.775702,-0.752841,0.307651,-0.904034,1
7.730127,-2.874556,0.69263,1.473996,1.143067,-1.940264,-1.154253,-1.624856,0.318844,-0.210893,-0.087458,0.033057,0.085141,-0.573181,-0.509069,-0.639755,-0.927236,1
7.553535,-1.965743,0.524419,0.45186,0.779513,-0.520427,-0.561457,-0.784844,0.198505,-1.096195,-1.100231,-1.645677,0.049267,-0.213821,-1.096487,0.284179,-1.43588,1
7.8737,-1.921522,0.562148,0.975875,1.692196,-1.086457,-0.85687,-1.100626,0.208628,-1.484326,-0.986819,-0.84961,0.94447,-0.321112,-0.355297,-0.105996,-0.551398,1
7.829179,-1.918724,1.011437,0.7335,1.536245,-1.285596,-1.399267,-1.313223,0.738187,-0.407437,-0.662867,-0.546014,0.291871,0.069086,-1.007636,0.192167,-0.763502,1
7.957735,-2.096632,0.87132,0.722962,1.124981,-1.187804,-1.009674,-1.133627,0.797645,-0.127608,-0.587562,-0.470349,0.015206,0.067376,-0.967055,0.251516,-0.457638,1
8.036073,-2.308212,0.963309,0.871377,1.623034,-1.046975,-1.221598,-0.868572,0.533475,0.318427,-0.077496,0.043729,-0.200978,-0.143584,-0.22797,-0.480325,-0.636521,1
7.869956,-1.62606,0.613924,-0.196052,1.849318,0.162408,0.882871,0.72955,0.212366,-0.344341,-0.694504,-1.726227,-0.920183,0.037505,-0.882484,0.75702,-0.581346,1
8.168579,-1.857183,1.648024,0.835054,1.672794,-0.225194,-1.097588,0.122958,-0.273505,0.293186,-0.457896,0.256298,-0.064125,0.314268,-0.947292,-0.269587,-0.374684,1
8.178931,-1.357843,1.267455,0.253049,1.797662,-0.390698,-1.020539,0.423651,0.670615,0.531456,-0.356073,-0.651109,-0.727875,-0.071951,-0.578163,0.323289,-0.297677,1
8.250932,-1.788279,1.459099,0.407805,2.200995,-0.258512,-1.210121,0.227623,0.589562,0.915861,-0.029711,-0.026276,-0.550022,-0.155037,-0.102107,-0.450522,-0.50856,1
8.097104,-0.845308,1.092588,-0.726909,2.592034,1.331119,-0.226692,1.360254,0.053597,-0.203701,-0.552583,-1.692342,-0.823285,0.180899,-0.496672,0.398583,-0.891354,1
8.355408,-1.070027,1.702621,-0.088303,2.600528,0.420244,-1.219482,0.66312,0.400523,0.64145,-0.311809,-0.279312,-0.487677,0.622045,-0.659623,0.026644,-0.218849,1
8.458635,-0.750031,1.597082,-0.505428,3.11879,0.786766,-1.193647,0.9306,0.657198,0.569017,-0.312527,-0.891683,-0.604112,0.54098,-0.413205,-0.015946,-0.300749,1
8.533669,-0.51425,1.845319,-0.370293,2.832617,0.739973,-1.681204,0.843099,0.728315,0.733925,-0.675223,-0.626573,-0.431578,0.929252,-0.384084,0.101213,-0.256614,1
8.357473,-0.282584,2.218599,-0.431731,4.214829,1.017505,-1.515999,0.222317,0.529508,0.17608,0.43879,-1.40982,0.024082,0.792646,0.249224,-0.430751,0.205707,1
8.266939,-0.894364,1.191318,-0.985938,1.444802,2.171398,-0.828474,1.313074,0.299527,0.726291,-0.564455,-0.863197,-1.100761,0.788873,0.039704,0.238522,-0.998296,1
8.426647,-0.331685,1.611508,-1.164391,1.985852,1.854324,-0.343537,2.18878,0.688822,1.182848,-0.869861,-1.309677,-1.465388,1.021409,-0.577207,0.854244,-0.218877,1
8.667522,0.203115,2.465039,-0.710579,3.741021,1.428194,-1.355906,2.290271,0.40634,1.241832,-0.661814,-0.41187,-0.89566,1.134081,-0.138225,0.291161,-0.055074,1
8.883557,0.43055,2.328725,-0.453239,4.229013,1.311086,0.604253,2.745743,-0.992028,0.712003,-0.027296,0.764326,-0.712438,0.548818,-0.065407,0.316577,0.329163,1
0.519675,-0.472717,0.645346,-0.507671,0.097035,-0.884093,-0.333363,-0.222885,-0.221196,-1.264959,-0.203334,-0.672973,0.598894,-0.271587,-0.050701,-0.340551,0.458113,1
9.121768,1.936475,1.837146,-1.458102,3.27295,1.097729,-1.169172,1.572431,0.438479,0.936574,-0.354088,-0.18672,-0.550491,1.138971,-0.224196,0.068752,0.016948,1
2.509085,-1.116276,0.046336,-0.259688,1.819614,-1.645132,-0.132222,-0.417745,-0.900729,0.325669,0.358175,-0.675877,0.52584,0.080251,-0.118977,0.346472,-0.269045,1
0.658853,-0.806397,0.766142,-0.69556,0.907187,-2.373562,1.85447,0.357928,1.340775,0.523719,-0.851662,-0.202427,-0.938002,-0.09504,0.140171,-0.005496,0.139216,1
3.277681,-1.567613,0.361821,-0.70145,-0.470667,0.445337,0.54081,-1.391194,-0.524965,0.668453,0.784878,-0.009929,-0.082617,-0.72797,0.432156,0.252849,-0.158074,1
9.265968,3.229296,1.938705,-1.65883,3.355031,0.182069,-0.690663,1.744945,0.118361,1.640062,0.025347,0.795888,-0.485747,0.741731,-0.215771,-0.658726,-0.184526,1
9.072646,3.376815,1.291537,-2.280018,1.61798,1.45017,-0.849401,1.710563,-0.109839,1.258025,-0.535396,0.254744,-0.701827,1.415448,-0.266199,-0.332255,-0.822255,1
2.50004,-1.104491,-0.25636,-0.289077,1.004863,-0.813342,-0.335488,-0.23235,-1.677677,-0.031217,0.528374,-0.331117,0.403163,0.137987,0.114894,0.384304,-0.543877,1
0.960987,-1.402008,-0.127999,-0.321897,-2.740537,-0.744829,-1.338249,0.624026,-0.346669,1.608114,-0.083776,-0.855521,-2.153657,-0.559123,-0.479829,-0.299853,0.195133,1
1.03878,-0.715939,-0.199465,-0.322384,-2.903026,-0.925086,-0.995306,0.484746,-0.949999,1.209678,-0.115652,-0.164306,-1.537214,-0.700131,-0.623064,0.062899,0.243439,1
3.821336,-2.414942,0.063894,1.442293,-0.029769,-1.58498,-0.182192,-0.871001,-1.987191,-0.357941,0.573113,-0.87514,1.516083,-0.234362,0.219722,-0.319849,-0.217439,1
3.819904,-1.986895,-0.368583,0.528903,0.489942,-2.609793,1.485925,-0.512268,0.183489,0.413965,0.128255,-2.652781,0.479055,-0.327278,0.025327,1.089563,0.569892,1
0.245516,-0.545878,0.825186,-0.370669,0.190454,-1.496459,-0.45154,0.413654,0.894169,-0.682106,-1.141976,0.111844,0.455732,0.186816,0.482867,0.081453,-0.086153,1
1.471711,-0.258796,0.614387,-1.154124,1.863614,0.087954,-0.091887,0.539456,-2.033718,0.770602,1.562187,-1.956101,-1.182856,-0.215806,-0.34387,-1.283268,-0.752615,1
0.390626,-0.53948,0.676784,-0.085792,0.628788,-1.332517,-0.278108,-0.794801,-1.056657,-0.430595,0.88183,-0.265786,0.699221,-0.483007,0.635941,-0.519516,-0.021513,1
2.601889,-0.833998,-0.349523,-0.546807,1.138533,-0.739843,-0.602481,-0.075333,-1.154206,0.35105,0.650658,-0.707105,0.065825,0.137233,0.236045,0.341373,-0.435245,1
-2.115175,-0.26767,1.55957,-1.358325,0.838195,0.095481,-0.651139,-0.739833,-0.177796,-0.685638,0.685812,0.000323,-0.122847,-0.110946,-0.38263,-0.255285,0.043405,1
0.125219,-0.638091,0.01739,-0.736875,-0.307529,-0.057459,0.022141,-0.25489,-1.747822,-0.538224,0.210635,-0.873972,-0.04092,-0.584404,-0.09592,-0.126216,-0.284316,1
-2.168403,-0.716902,-0.088745,-1.356912,-0.877547,-0.218858,0.643372,0.12665,-0.778372,0.402105,1.447345,-0.709012,0.386341,0.447056,0.24582,-0.058711,0.016928,1
0.406495,-0.463964,0.317068,-0.677408,0.541772,-0.559083,-0.509213,-0.248327,-1.200681,0.10357,0.471487,-0.718977,-0.114076,-0.470391,0.051986,-0.491178,0.21487,1
0.100713,-0.888417,-0.106113,-0.588859,-0.982208,-0.0659,0.133571,-0.739344,-1.65858,-0.383863,0.387886,-0.919967,0.349258,0.007241,0.050966,0.068749,-0.216403,1
0.379504,-0.799075,0.180121,-0.378642,-0.083252,-0.731431,-0.329371,-0.875565,-1.157546,0.106443,0.720006,-0.510039,0.437795,-0.105735,0.318831,-0.131164,0.317851,1
-1.83805,-0.443027,0.413633,-1.065644,-0.502551,-0.548891,-0.388193,-0.171316,-0.731476,0.597065,1.075911,-0.263365,0.149641,0.168761,-0.000888,-0.094532,0.396053,1
-1.797911,-0.689381,0.494021,-1.099469,-0.817109,-0.325585,-0.751086,-0.08876,-0.278829,0.567747,-0.430522,0.142893,-0.348665,0.063302,-0.035024,-0.148591,-0.056107,1
-1.984687,-0.150149,0.204896,-1.26635,-0.517685,0.218677,-0.107457,0.105267,-1.571579,-0.456395,0.01944,0.620725,-0.767617,-0.368551,0.007196,1.01611,-0.58032,1
0.360501,-1.394957,0.524243,-0.55836,-0.414555,-0.545818,-0.847396,-1.085706,-0.260247,0.311888,-0.636345,0.224958,-0.533688,0.062081,-0.568842,-0.031444,-0.802765,1
0.451613,-0.888225,0.579635,-0.401148,0.053047,-0.658091,-0.82613,-0.72978,-0.627356,-0.008819,-0.584742,0.571296,-0.313042,-0.2274,-0.039934,0.306548,-0.782428,1
-2.033361,-0.486518,0.216208,-0.963302,0.838222,-0.607369,-0.289692,-1.192903,-0.891097,0.55217,-0.373228,-1.037384,0.041343,0.325219,0.799699,0.3602,0.985612,1
-2.206638,-0.815895,0.23086,-1.248954,-1.097411,-0.356409,-0.188707,-0.102174,-0.566446,1.119909,1.688659,-0.36275,0.075119,0.61928,-0.294827,0.217434,-0.255846,1
0.008665,0.008938,0.432297,-0.866758,-0.0225,-0.122261,-0.297517,-0.132305,-1.288897,-0.148934,0.341004,-1.255814,0.071051,0.29222,-0.009326,0.04107,-0.280048,1
-0.268407,-0.486308,1.078849,-0.798529,1.050908,-1.165944,0.343296,-0.65298,-0.00416,0.266709,0.329538,0.268985,-1.147402,-0.22902,-0.724854,0.882542,0.157199,1
3.365166,-1.445461,0.347689,-0.720235,-0.490821,0.907784,0.632993,-1.393005,-0.234451,0.855341,0.785698,0.072914,-0.045913,-0.738275,0.446516,0.312148,-0.132734,1
3.41984,-1.482183,0.510536,-0.737049,-0.470822,1.136112,0.75671,-1.323602,-0.317819,0.908929,0.759584,0.295896,0.05415,-0.702135,0.41652,0.263778,-0.12226,1
3.478628,-1.463363,0.563148,-0.83719,-0.487762,1.321552,0.816122,-1.317168,-0.223814,0.975575,0.757714,0.3666,0.077211,-0.690219,0.43446,0.28087,-0.102233,1
3.538425,-1.4477,0.618966,-0.943782,-0.50532,1.503789,0.874784,-1.309493,-0.1323,1.04121,0.755458,0.437143,0.100712,-0.678255,0.45339,0.298183,-0.081339,1
3.598203,-1.432364,0.675103,-1.050499,-0.522566,1.686031,0.933342,-1.30125,-0.04117,1.107027,0.753036,0.507707,0.124555,-0.666325,0.471971,0.315825,-0.060129,1
-1.946635,0.514045,0.363028,-0.757526,0.031972,-2.74131,0.857792,-0.853206,0.074671,2.135769,-0.562981,-0.452759,-0.509663,-0.13415,1.09378,-0.002435,-0.060366,1
-1.948244,0.064241,-0.343394,-1.040508,-1.448189,0.170624,-0.208656,-0.035841,-1.318528,-0.033013,-1.775753,-0.988425,0.42876,-0.159919,0.476542,0.075384,0.987998,1
0.388279,-0.623456,0.017174,-0.465983,-1.290951,0.092589,-0.374588,-0.048249,0.06003,-1.68909,-1.754937,-0.634121,0.40003,0.046978,-0.250361,-0.043156,0.599368,1
-2.113003,-0.675204,0.978757,-1.363972,-0.166806,0.323203,-0.406426,0.175895,0.735878,-0.517762,1.492268,0.094286,-0.260917,0.410106,-0.683148,-0.173095,-0.265659,1
0.069639,-1.202777,0.342702,-0.437705,-0.913483,-0.441091,-0.251685,-0.48854,0.160732,-0.309523,1.059847,-0.545395,0.410818,0.561802,-0.58912,-0.155522,-0.003357,1
0.100704,-0.530496,-0.344095,-0.423386,-0.927148,0.116223,-0.027026,-0.441979,-1.796215,-0.306432,-1.204394,-0.923561,0.511356,-0.093256,0.245353,0.25585,-0.352114,1
0.350517,-0.789433,0.687377,-0.004441,1.01557,-1.987582,-1.070492,-1.318828,-0.091384,1.767525,-0.491027,0.245004,0.227921,-0.099297,0.365222,-0.050716,-0.04075,1
0.065351,-0.013931,0.487971,-0.568644,-0.214648,-0.523392,1.297112,-0.315138,-0.602974,-1.079525,1.274971,-0.80793,0.936488,0.228324,-0.223671,-0.355981,0.06755,1
-2.043713,-1.221088,0.533855,-1.158512,0.099404,-0.007722,-1.03553,-0.533475,0.590686,0.568922,0.014938,-0.05352,-0.537165,-1.046318,0.086967,0.205271,-0.357857,1
3.78069,-2.130593,0.373765,1.418052,0.398756,-1.263801,-0.131836,-0.722649,-1.765201,0.273243,1.075535,-0.367607,1.000986,-0.176576,-0.117164,-0.069216,-0.388811,1
4.019445,-1.703542,-0.450484,0.649815,-0.017567,-1.00024,-0.599756,-0.686536,-0.558285,0.447467,0.702648,-1.965231,0.733254,0.14112,0.212559,-0.071815,0.105886,1
4.122782,-1.052316,-0.227058,0.953798,0.062773,-1.264785,-0.140479,-0.71756,-1.551142,0.010175,0.755216,-0.761038,1.452908,-0.06924,0.156191,0.045683,0.127861,1
4.167808,-0.783352,-0.526205,0.345934,0.043314,-1.338564,-0.002735,-0.573136,-0.511682,0.422159,0.709757,-1.693237,0.938721,-0.195757,0.192319,0.457826,0.295014,1
-2.699484,-2.327588,-0.095598,-0.51467,1.132257,0.39042,0.582864,1.059727,-2.794559,1.709696,0.208358,-0.69924,-0.509794,-0.673307,-0.227829,1.327139,-0.102398,1
