@RELATION csv_result-credit_edit10

@ATTRIBUTE id REAL
@ATTRIBUTE source_0 REAL
@ATTRIBUTE source_1 REAL
@ATTRIBUTE source_2 REAL
@ATTRIBUTE source_3 REAL
@ATTRIBUTE source_4 REAL
@ATTRIBUTE source_5 REAL
@ATTRIBUTE source_6 REAL
@ATTRIBUTE source_7 REAL
@ATTRIBUTE source_8 REAL
@ATTRIBUTE source_9 REAL
@ATTRIBUTE class {0,1}

@DATA
232,-0.036658,0.009431,0.012661,-0.020774,0.009857,-0.000579,-0.04408,0.029019,0.004469,0.018709,1
233,-0.031137,0.006325,0.049075,-0.022817,0.001414,-0.012144,0.006265,-0.002447,-0.014465,-0.009696,1
234,-0.010264,0.018058,-0.024299,-0.026777,0.012862,-0.018752,0.020142,-0.003794,0.011117,0.003124,1
235,-0.031258,-0.031553,0.020957,-0.016038,-0.001935,-0.025483,-0.018886,0.017986,0.051424,-0.009536,1
236,-0.030231,-0.014559,-0.006457,-0.018527,-0.006434,0.005211,0.023169,0.012584,0.046697,-0.009024,1
237,-0.008121,-0.018243,-0.04169,-0.025013,0.036806,0.035701,0.028701,-0.024066,0.048053,-0.025056,1
238,0.002988,0.03687,-0.01507,-0.030669,-0.071328,-0.011697,-0.002572,-0.007485,0.001707,0.035635,1
239,-0.012206,0.046129,-0.052955,-0.020927,0.005079,0.007878,0.021916,-0.017757,0.016806,-0.015976,1
240,-0.031992,0.068882,-0.034017,-0.001426,0.006257,0.003332,0.001589,0.000271,-0.00189,-0.012698,1
241,-0.05694,0.01501,-0.010599,0.017655,-0.014192,0.068845,-0.007315,-0.011803,-0.000173,-0.006846,1
242,-0.050607,-0.032914,0.025027,0.016423,0.019887,0.000805,0.005502,0.004721,0.023518,-0.028364,1
243,-0.028709,0.052057,-0.045512,-0.003767,0.002346,-0.001864,0.029181,-0.002459,0.007054,0.003432,1
244,0.07207,0.040818,0.01458,0.0323,0.031009,-0.012521,0.035156,-0.052619,0.039366,-0.047909,1
245,0.002199,0.035654,-0.017554,-0.014954,-0.000954,-0.021757,0.006086,0.00299,0.008798,-0.011746,1
246,0.012716,0.007748,0.033827,-0.005921,-0.047091,0.080624,0.06323,-0.038367,-0.00193,-0.017536,1
247,-0.010367,-0.004666,-0.008937,0.034065,-0.004811,-0.012895,0.010182,-0.019726,0.080151,-0.029639,1
248,0.005071,0.019947,-0.014876,0.018419,0.014502,-0.038701,0.033817,0.007551,0.045667,-0.005047,1
249,0.007013,0.014424,-0.013312,0.017061,0.014989,-0.034086,0.029789,0.011392,0.040483,-0.007093,1
250,-0.000684,-0.011892,0.002591,0.028202,0.012392,-0.029687,0.020082,-0.005359,0.040203,-0.009225,1
251,0.007244,0.009896,-0.016006,0.039968,0.019363,-0.023296,0.008484,-0.004239,0.029664,0.013591,1
252,-0.001418,0.001548,0.059192,-0.017629,0.021275,-0.032482,-0.005467,0.007432,0.020203,-0.023339,1
253,-0.011869,0.025762,0.041852,-0.017162,0.000526,-0.029784,0.005383,0.000912,-0.001344,-0.0135,1
254,-0.030235,0.008519,0.046657,-0.020949,0.011752,-0.002427,0.000965,-0.004255,0.003842,-0.006078,1
255,-0.030478,0.013675,0.032979,-0.011698,0.02135,-0.046153,0.021433,0.007831,0.008534,-0.034998,1
256,-0.040237,0.028689,-0.04017,-0.020142,0.003752,-0.007794,0.033772,0.008097,-0.018285,-0.00704,1
257,-0.007487,0.006939,0.055371,-0.021374,0.030798,-0.032781,-0.007754,0.008856,0.029182,-0.021486,1
258,-0.02881,0.008493,0.035346,-0.000647,0.010084,-0.002511,0.02218,-0.009737,0.00135,-0.014288,1
259,0.008986,0.006155,0.062353,-0.001778,-0.019695,-0.016854,0.018268,0.003904,-0.000934,-0.024145,1
260,-0.029633,0.027955,0.006341,0.066054,0.020816,-0.022941,-0.026568,-0.031785,0.04245,-0.008607,1
261,0.031723,0.04254,0.000245,0.024603,0.050226,-0.010871,0.042437,0.005402,0.0095,-0.037753,1
262,-0.056267,0.000912,-0.02054,-0.041191,-0.01566,0.020313,-0.010783,0.025088,0.050788,0.038159,1
263,-0.028358,0.020124,-0.041082,0.012246,-0.064957,0.01851,0.016434,0.003267,0.001946,0.004083,1
264,-0.033375,-0.007724,0.003912,0.018152,-0.035207,-0.011845,0.013236,0.00848,0.008699,-0.036557,1
265,-0.041345,-0.044449,0.017775,0.002883,-0.041747,-0.001914,0.013657,0.018802,0.034246,-0.010204,1
266,-0.021515,-0.024043,0.002801,-0.022741,-0.030351,-0.009752,0.039694,0.040914,0.043443,0.006968,1
267,-0.021516,-0.024043,0.0028,-0.022741,-0.030352,-0.009752,0.039694,0.040915,0.043445,0.006967,1
268,-0.015853,-0.032135,-0.032738,-0.026198,-0.022781,-0.018504,0.045734,0.003942,0.039105,0.010893,1
269,-0.015854,-0.032134,-0.032739,-0.026197,-0.022781,-0.018504,0.045735,0.003942,0.039107,0.010892,1
270,-0.060096,-0.02402,-0.020115,0.015937,-0.005487,0.027314,0.0174,0.034798,0.03882,-0.054433,1
271,-0.014085,0.019293,-0.057781,-0.018489,0.01519,0.011742,0.003729,-0.029179,0.030044,-0.016887,1
272,-0.04899,0.021214,-0.00202,0.006012,0.016329,0.014785,-0.000183,0.03276,0.064193,-0.024913,1
273,-0.043904,0.014789,-0.007943,0.019497,-0.016919,0.01408,0.00558,0.041756,0.010067,-0.023577,1
274,-0.043905,0.014789,-0.007944,0.019498,-0.016919,0.014081,0.00558,0.041756,0.010069,-0.023578,1
275,-0.021389,-0.022704,-0.030479,0.021496,-0.01633,0.009154,0.030555,0.037344,0.000837,-0.027846,1
276,-0.02139,-0.022704,-0.030479,0.021497,-0.01633,0.009155,0.030555,0.037344,0.000839,-0.027847,1
277,-0.005488,-0.009325,0.015094,0.011789,-0.041409,0.022609,0.034612,0.017792,0.042502,-0.001706,1
278,0.007364,-0.026648,-0.005402,0.022134,-0.029079,0.01614,0.035156,-0.003047,0.034155,-0.019592,1
279,-0.011149,-0.019556,0.010006,0.027295,-0.032119,0.022919,0.023559,0.011547,0.029633,-0.02651,1
280,0.005363,-0.053143,-0.036762,0.037938,-0.03065,0.043558,0.018088,0.002441,0.021662,-0.023313,1
281,-0.059577,0.011493,-0.011923,-0.028874,-0.002782,-0.016907,0.007465,0.013432,0.059977,-0.006432,1
282,-0.015848,0.038163,-0.03358,0.028177,-0.030258,0.055439,-0.015998,-0.042369,0.063733,-0.01547,1
283,0.034777,-0.061184,-0.067425,0.071882,-0.053753,0.053385,-0.003814,-0.011533,-0.02534,-0.059303,1
284,0.003696,0.057289,0.023143,0.066415,0.027731,-0.041876,0.032153,-0.004202,0.092294,-0.019862,1
285,-0.040736,-0.040988,0.021861,0.038879,-0.048128,0.016873,-0.044301,-0.000113,0.022893,-0.010984,1
286,0.009258,0.025785,-0.013448,0.04214,0.020425,-0.00217,-0.098613,0.042525,-0.028454,-0.105251,1
287,-0.035015,-0.020698,-0.016156,0.010014,0.002839,0.00992,0.011186,0.064779,-0.008971,-0.022173,1
288,0.027548,0.002036,0.003898,0.039769,0.086373,-0.071858,0.010095,0.033328,0.054641,-0.04457,1
289,0.036438,0.022369,0.044672,-0.001637,0.041304,-0.032461,0.001573,0.067185,-0.021726,-0.036326,1
290,-0.000987,0.02215,0.040083,-0.009199,0.029254,-0.02716,-0.014286,0.038669,-0.023989,-0.010877,1
291,0.016013,-0.063904,-0.025293,0.012048,0.054774,-0.050808,-0.028286,0.064448,-0.026098,-0.068548,1
292,0.041166,-0.00027,-0.018322,0.023497,0.025652,0.008148,-0.035735,0.017255,0.041721,-0.020992,1
293,0.077461,-0.023819,-0.038424,0.035183,0.056681,-0.034859,0.001554,-0.005477,-0.012426,-0.0458,1
294,0.027985,0.049504,-0.061864,-0.023526,0.05725,-0.041385,0.050726,0.082506,0.054945,-0.002472,1
295,-0.008253,-0.005497,-0.063557,-0.004847,0.00605,-0.033953,0.004447,0.049085,0.072612,0.021242,1
296,-0.024208,0.023283,-0.071062,-0.000729,-0.009983,-0.018243,0.016136,0.072527,0.05038,0.029278,1
297,0.002565,0.021911,-0.063,0.003458,-0.008486,-0.021007,0.00929,0.054265,0.054085,0.018204,1
298,0.043773,-0.019857,-0.048626,0.009418,0.03691,-0.003107,0.044834,0.058879,0.029614,0.003338,1
299,0.043772,-0.019857,-0.048626,0.009419,0.03691,-0.003106,0.044834,0.058879,0.029616,0.003337,1
300,0.043438,-0.064307,-0.080275,0.010317,0.038835,0.001434,0.083396,0.066364,0.014199,-0.002108,1
301,0.043437,-0.064306,-0.080276,0.010318,0.038834,0.001435,0.083396,0.066364,0.0142,-0.002109,1
302,-0.010098,-0.037517,-0.071026,0.02457,0.003294,-0.02203,-0.014564,0.025628,0.055676,0.001475,1
303,-0.024931,-0.009915,-0.003186,0.046728,0.064384,0.019375,0.01116,0.076479,-0.030098,0.017865,1
304,-0.024931,-0.009915,-0.003186,0.046729,0.064384,0.019376,0.01116,0.07648,-0.030096,0.017864,1
305,0.00754,-0.012316,-0.044566,0.039595,0.056942,0.032084,0.020474,0.086547,-0.033748,0.039996,1
306,0.007539,-0.012316,-0.044566,0.039596,0.056942,0.032084,0.020474,0.086548,-0.033747,0.039995,1
307,-0.055481,-0.021208,-0.026414,0.083111,0.051998,0.008308,-0.072995,0.026712,-0.0318,0.016823,1
308,-0.055481,-0.021208,-0.026415,0.083111,0.051998,0.008308,-0.072995,0.026712,-0.031798,0.016822,1
309,-0.008289,0.005713,-0.035462,0.075786,0.092925,0.023637,-0.026758,0.055746,-0.052696,0.01275,1
310,-0.008289,0.005713,-0.035463,0.075787,0.092925,0.023638,-0.026758,0.055746,-0.052695,0.012749,1
311,-0.004589,0.011484,-0.075506,0.02243,0.026573,0.051977,-0.02034,0.074218,0.058341,0.068224,1
312,0.002122,0.036889,-0.050249,0.048439,0.068228,-0.01935,-0.003783,0.028431,0.005882,-0.002839,1
313,-0.022084,-0.050869,-0.051605,0.026722,0.019652,-0.007335,-0.035495,0.025035,0.035453,0.019231,1
314,-0.026197,0.015632,-0.015935,0.059942,0.075091,-0.020132,0.014093,0.019228,0.008907,-0.003483,1
315,0.032479,-0.007683,-0.047382,0.038924,0.058622,0.040618,-0.02568,0.03655,0.016795,0.004489,1
316,0.012379,-0.030785,-0.061785,0.015812,0.040604,0.037403,-0.013477,0.036848,0.039243,0.036391,1
317,0.054833,-0.029063,-0.002562,0.029901,0.063891,0.047456,-0.046309,-0.030941,-0.010149,0.05692,1
318,0.054832,-0.029063,-0.002563,0.029902,0.06389,0.047456,-0.046309,-0.03094,-0.010147,0.056919,1
319,0.054831,-0.029063,-0.002563,0.029903,0.06389,0.047457,-0.046308,-0.03094,-0.010145,0.056918,1
320,0.054831,-0.029063,-0.002564,0.029904,0.06389,0.047457,-0.046308,-0.030939,-0.010144,0.056917,1
321,0.024994,-0.024274,-0.017776,0.031765,0.045345,0.011126,-0.018896,-0.011173,0.031987,-0.015285,1
322,-0.043381,-0.057616,0.000328,0.012337,-0.013454,0.0305,-0.078109,0.010803,0.009932,0.027982,1
323,0.017577,-0.03913,-0.016677,-0.026356,0.005927,-0.061699,-0.059971,-0.020169,0.000467,-0.010897,1
324,0.022069,-0.042609,-0.012808,0.022175,0.008823,-0.015927,-0.03364,-0.038514,0.03226,0.003919,1
325,0.027339,-0.058463,-0.015755,-0.018106,-0.011946,0.005432,-0.001275,0.00752,0.041553,0.044556,1
326,0.014883,0.014457,-0.016067,-0.027377,-0.043697,-0.015004,-0.033506,0.033886,0.056834,0.023616,1
327,0.031256,0.033702,-0.016952,-0.056998,-0.045177,-0.026903,-0.006612,0.048104,0.029807,0.009163,1
328,0.083705,0.047149,-0.020416,-0.063484,0.007555,0.001095,0.013736,0.056832,0.040927,-0.017673,1
329,0.006796,-0.05573,-0.064872,-0.010954,-0.000324,0.026728,0.011861,0.04172,0.012456,0.065416,1
330,0.020028,-0.085134,-0.053507,0.010396,-0.018623,0.059366,-0.034741,-0.007325,0.052873,0.052811,1
331,0.010966,-0.073133,-0.008285,-0.010124,-0.022465,0.038166,-0.007501,-0.013279,0.036898,0.044275,1
332,0.070329,-0.066749,-0.052679,-0.040228,0.030391,0.033253,0.020083,0.003289,0.052258,0.073352,1
333,-0.021227,-0.043659,-0.001633,0.007227,0.031224,-0.087605,-0.013864,0.042551,0.016918,0.002089,1
334,0.052639,-0.045497,-0.089177,-0.040928,-0.015304,0.013141,-0.01076,-0.048101,0.077679,0.066766,1
335,-0.051966,-0.02414,0.055551,0.05323,-0.008918,-0.043788,-0.049906,-0.071014,-0.076855,0.174575,1
336,0.043129,-0.069404,-0.014409,-0.081039,-0.04514,0.021365,0.015872,-0.040106,0.085006,0.063773,1
337,0.034268,-0.016499,0.00621,-0.03303,0.054685,-0.022689,-0.02529,0.028081,-0.002432,-0.008405,1
338,0.095132,-0.003597,-0.05208,-0.111406,-0.079551,0.041551,0.011688,-0.062911,0.132439,0.09468,1
339,0.023961,-0.005426,-0.012721,-0.021128,0.036757,0.031765,-0.034571,0.043318,0.011028,0.011815,1
340,0.007688,-0.03641,-0.013446,-0.009786,0.008459,0.012799,-0.022928,0.059627,0.016056,0.01899,1
341,0.016118,-0.014492,0.030109,-0.011222,0.031932,0.028546,0.033484,0.078546,0.005073,0.01122,1
342,-0.010361,-0.065312,0.032445,0.023237,0.001333,0.028696,-0.042492,0.03185,-0.003437,-0.028952,1
343,0.122635,-0.004792,-0.055675,-0.128668,-0.079964,0.029736,0.018883,-0.064157,0.120261,0.078072,1
344,0.059191,-0.029707,0.002481,-0.006677,0.011676,0.070399,-0.01087,0.068905,0.022464,0.021688,1
345,0.074331,-0.041826,-0.026675,0.033517,0.041537,0.042335,-0.018413,0.019744,0.007953,-0.015208,1
346,-0.015683,-0.040137,-0.047378,0.046985,0.016779,0.027244,-0.056758,0.030618,-0.018183,-0.019946,1
347,0.023534,-0.039777,-0.004241,-0.001121,0.005841,0.025161,-0.003035,0.078872,-0.031231,0.021469,1
348,0.036337,-0.058745,-0.00255,0.003201,0.003648,0.037989,-0.01222,0.075954,-0.041448,-0.000375,1
349,0.043925,-0.072756,-0.011729,0.00605,0.006699,0.034929,-0.00417,0.072431,-0.045736,-0.000146,1
350,-0.02056,-0.051915,-0.020235,-0.014875,0.053781,-0.036987,0.031089,0.04552,-0.06148,-0.014862,1
351,0.010529,-0.046005,0.032336,-0.010154,-0.016553,-0.039836,-0.035712,0.032009,-0.027795,0.028695,1
352,0.020001,-0.032098,0.018029,-0.016212,-0.041712,-0.012303,-0.010013,0.03402,-0.019995,0.048581,1
353,0.005187,-0.025652,-0.014014,-0.032382,-0.008178,-0.054227,-0.074252,0.015789,-0.031258,0.01523,1
354,0.018671,-0.02439,0.014405,-0.020842,-0.029417,0.024657,0.006709,0.067721,-0.035199,0.050615,1
355,0.009305,-0.043854,-0.022429,0.000592,0.011004,-0.00883,0.003648,0.044935,-0.051622,0.010584,1
356,0.030185,-0.045126,-0.054641,-0.010519,-0.005999,-0.01495,-0.051323,0.01736,-0.006992,0.003881,1
357,0.024274,-0.029595,0.001459,0.008113,-0.004199,0.028047,0.01065,0.00862,-0.01332,-0.018119,1
358,0.045759,0.025475,0.018899,-0.02366,-0.011145,-0.053751,0.006857,-0.018525,-0.029223,-0.000827,1
359,0.0068,-0.02627,0.010055,0.032218,-0.021423,-0.049262,-0.009112,-0.010683,0.005612,0.000071,1
360,0.002402,-0.024587,0.013206,0.035278,-0.01898,-0.052376,-0.011656,-0.013434,0.004439,0.004853,1
361,0.038827,-0.026325,-0.004538,0.01425,0.011497,0.013328,0.03028,0.013011,-0.030664,-0.003922,1
362,0.035711,0.001149,-0.143525,-0.007742,0.018364,-0.055566,0.007712,-0.163202,-0.039643,0.022588,1
363,0.037366,0.025859,-0.023318,0.013899,-0.014816,0.003504,0.00521,0.000502,-0.018168,-0.032793,1
364,0.012394,-0.088778,-0.025729,0.039441,-0.045096,0.101557,-0.036024,0.02088,-0.017706,0.039884,1
365,0.029381,0.009972,0.026036,-0.004836,0.014347,-0.051539,0.00626,0.047799,-0.04449,0.028421,1
366,-0.01715,0.013694,-0.010377,0.010752,-0.016126,-0.055538,-0.032224,0.014357,-0.041426,0.019525,1
367,0.040386,0.018241,0.056682,-0.013166,-0.00052,-0.059237,-0.018943,-0.003962,-0.03378,0.064877,1
368,0.037875,-0.009946,0.02374,-0.00655,0.001216,-0.008829,-0.005926,0.057862,-0.027167,0.055621,1
369,-0.031817,-0.019748,0.036518,0.016455,0.022891,-0.018222,-0.008049,0.012827,-0.005772,0.002777,1
370,-0.007691,-0.038459,-0.003639,0.066561,0.013254,-0.068876,-0.027963,-0.041435,0.052983,-0.001148,1
371,-0.039971,-0.065212,0.007372,0.023798,-0.006436,-0.021527,-0.052417,0.022893,-0.046145,-0.029096,1
372,-0.027752,-0.032169,0.018573,0.039905,0.033529,-0.017625,0.013888,-0.000302,-0.015542,-0.003971,1
373,0.04821,-0.013705,-0.071177,0.071524,-0.006744,-0.03324,-0.015709,-0.078419,-0.021756,-0.018361,1
374,-0.056966,0.010369,-0.029516,-0.002796,-0.094902,0.014363,-0.012607,0.015135,0.012656,0.059612,1
375,-0.013261,0.000327,0.024032,0.00672,-0.03238,-0.022568,-0.023304,-0.002659,-0.017929,0.038617,1
376,-0.034318,0.021128,0.023141,0.02522,-0.021249,0.015749,0.013004,0.007951,-0.023119,0.021047,1
377,0.006651,0.01188,0.04238,0.001889,-0.019742,-0.05041,-0.008791,0.000873,-0.035934,0.026275,1
378,0.015602,0.023774,0.036543,0.020751,-0.027679,0.016965,-0.005777,-0.003646,-0.005963,0.017676,1
379,0.05218,0.015378,0.044281,0.019476,-0.014215,-0.016266,0.024486,0.004344,-0.047354,-0.036981,1
380,0.06871,-0.007896,0.017073,0.018807,-0.009978,-0.025648,0.04773,0.003937,-0.06006,-0.022614,1
381,0.025483,0.001069,0.015592,-0.007724,0.003193,-0.034897,-0.018749,-0.030382,-0.023088,-0.011726,1
382,0.002059,-0.019183,-0.034067,-0.015849,0.002302,-0.073941,-0.044325,-0.066804,-0.013414,0.004165,1
383,0.073847,-0.012242,-0.025316,-0.001009,-0.009071,-0.00655,0.00983,-0.002079,-0.043288,0.017977,1
384,0.003876,0.042295,0.09245,0.040809,-0.020228,-0.047311,-0.012332,-0.075331,-0.058258,0.012074,1
385,0.059179,-0.023756,-0.08608,-0.010678,0.018875,-0.031127,-0.020428,-0.088424,0.006468,0.025583,1
386,0.014091,-0.004967,0.05322,0.00315,-0.005158,-0.050667,-0.016671,0.005901,-0.017188,0.01943,1
387,0.021535,0.018931,-0.008991,0.020905,-0.003765,0.018024,-0.010238,0.007321,0.002725,0.012438,1
388,0.013747,0.010202,-0.001243,-0.023443,-0.06391,-0.0066,-0.032397,0.013145,0.042118,0.076433,1
389,0.040349,-0.001961,-0.042031,0.033483,-0.044089,-0.037991,-0.024255,-0.082758,0.002323,-0.001375,1
390,0.023061,0.016575,0.044543,0.000359,0.001724,-0.08077,-0.017134,0.015746,-0.004674,0.011844,1
391,0.036676,0.040529,-0.031208,0.007736,0.008771,-0.010503,0.005173,0.010981,0.009758,-0.001055,1
392,0.016208,-0.016324,0.040964,0.001877,0.004283,-0.048409,-0.019465,-0.002335,0.004853,-0.018342,1
393,0.019331,-0.022071,-0.022492,0.032532,0.005941,0.02752,0.006244,0.006202,-0.004563,-0.002626,1
394,0.032427,0.015315,0.020801,0.013044,0.004243,-0.01402,-0.009258,-0.013576,0.020067,0.02285,1
395,0.028012,0.018897,-0.037978,0.013799,-0.02475,0.042532,-0.008583,0.007925,0.039817,0.071936,1
396,0.040604,0.01436,-0.039823,0.057079,0.015415,-0.03096,0.014708,-0.07606,0.000858,0.005846,1
397,-0.047787,-0.064983,-0.013985,0.077469,-0.029255,-0.006178,-0.031218,-0.024948,0.021075,0.009846,1
398,0.007397,-0.033748,0.012002,-0.004914,-0.019158,-0.004342,0.014238,0.011006,0.060625,-0.00833,1
399,0.034087,-0.006325,0.001596,0.006666,-0.002741,0.016143,0.001863,-0.017223,-0.026011,0.024022,1
400,-0.02921,0.034305,-0.05892,0.056415,-0.00363,0.034416,-0.030112,-0.01454,0.00309,-0.00539,1
401,0.046907,-0.00464,-0.061277,-0.004266,0.003505,0.032221,0.021905,-0.044714,-0.025319,0.009869,1
402,0.021451,0.019949,0.052077,0.030672,-0.037067,-0.025423,-0.040614,-0.038529,-0.054765,-0.016123,1
403,-0.007433,-0.002974,-0.068425,0.038222,-0.002845,0.049263,-0.025582,-0.022525,-0.062264,-0.000074,1
404,-0.030997,0.07801,-0.041296,0.047049,0.002484,0.051725,-0.068488,-0.009452,-0.050009,0.032889,1
405,-0.010319,0.002677,0.027383,-0.005075,-0.024231,-0.010662,0.005265,-0.001593,0.010711,0.010478,1
406,-0.041405,0.001799,0.035246,0.011473,-0.0319,-0.026991,-0.015174,0.029291,0.017436,0.028931,1
407,0.02767,-0.030464,0.011414,0.037762,-0.077032,0.024014,0.008716,0.000811,-0.031366,-0.00093,1
408,0.034194,-0.076266,-0.044419,0.0304,-0.002277,0.022375,0.00705,0.022395,0.038045,-0.030772,1
409,-0.015597,0.040879,0.037738,0.04112,-0.028721,-0.067253,-0.000546,-0.030294,0.005528,0.062087,1
410,-0.003457,-0.033242,-0.015534,0.07548,0.013401,-0.025873,-0.030005,-0.026593,0.027164,-0.06799,1
411,-0.010912,-0.000831,-0.004383,0.041753,-0.041638,-0.026289,-0.058175,-0.023635,0.033249,0.0107,1
412,-0.036534,-0.02687,0.023156,0.002913,-0.028484,-0.025927,-0.027838,-0.004837,-0.010759,0.009002,1
413,-0.043007,-0.041864,0.006269,0.005527,-0.021266,-0.023126,0.003268,0.009584,-0.021286,0.019541,1
414,0.008011,-0.057371,-0.004521,0.045785,0.009397,-0.023763,-0.026268,0.006206,0.02094,-0.018539,1
415,-0.028663,-0.029629,0.015616,0.0043,-0.056615,0.01401,0.003142,0.016333,-0.009867,0.029498,1
416,0.043356,-0.04592,-0.027706,0.017706,-0.005054,0.026861,0.042076,0.004406,-0.03362,0.016076,1
417,-0.028586,-0.022431,0.008401,0.012721,0.01574,0.010735,0.017138,0.050195,-0.04522,0.015321,1
418,-0.005554,0.017717,0.00257,-0.001891,-0.03748,-0.043342,-0.020519,0.001796,0.000494,0.02261,1
419,-0.013094,-0.018988,0.031341,-0.002412,-0.028879,-0.016017,-0.041674,-0.007876,-0.014039,0.0167,1
420,0.019853,0.052792,0.020597,0.003307,-0.053388,-0.036404,0.009236,0.006843,-0.01894,0.028719,1
421,0.041358,0.037754,-0.009682,-0.007732,-0.033626,0.00562,0.026994,0.017785,-0.00886,0.019246,1
422,-0.023603,-0.010772,-0.000294,0.028605,-0.034419,-0.011784,-0.032973,0.017413,-0.067246,-0.049313,1
423,0.010982,-0.037113,-0.109981,-0.018245,-0.06163,0.056307,-0.028212,-0.04935,0.040553,0.039489,1
424,0.016497,0.037216,0.018674,0.020945,-0.036096,-0.078708,0.025927,0.020281,-0.018503,0.017285,1
425,0.01117,-0.012505,0.031323,0.019251,-0.029115,-0.053536,-0.026968,0.019908,0.015436,0.008611,1
426,0.01117,-0.012505,0.031322,0.019252,-0.029115,-0.053535,-0.026968,0.019908,0.015438,0.00861,1
427,-0.030972,0.062396,0.020165,0.028166,-0.031806,-0.023221,-0.025461,-0.006632,-0.027768,-0.004859,1
428,0.004142,0.016843,-0.049767,0.038169,-0.094016,0.034135,-0.03441,0.015527,0.045693,0.05077,1
429,0.025377,0.068326,-0.012671,0.061719,-0.038951,-0.001113,0.003373,-0.009188,0.043068,0.02553,1
430,0.035544,0.03488,-0.026715,0.064068,-0.020395,-0.011299,0.005245,-0.014369,0.025808,0.00551,1
431,0.006247,-0.004321,0.044632,0.009953,-0.009984,-0.051275,-0.013349,0.014881,-0.002151,0.010299,1
432,-0.008076,-0.010919,0.048813,-0.011803,0.003151,-0.014941,0.007997,-0.001372,-0.00541,-0.022549,1
433,0.000787,-0.01293,0.069783,0.067208,-0.012261,-0.025982,0.021589,-0.028256,0.028169,-0.058164,1
434,0.015102,0.007583,0.038671,0.028919,-0.017982,0.016112,-0.010297,0.010479,0.02805,0.001589,1
435,-0.034631,-0.023647,0.004422,0.025255,-0.029438,-0.043304,-0.028346,0.007785,-0.027889,-0.00516,1
436,0.014355,-0.002029,0.011553,0.029638,-0.021569,0.010537,0.026867,0.017403,-0.00882,-0.011687,1
437,-0.032277,0.057531,-0.04803,0.086716,0.017692,-0.034279,-0.073382,0.010595,0.000545,-0.005662,1
438,-0.048903,0.000829,0.008224,0.011299,-0.052112,-0.042801,-0.029077,-0.00576,-0.031654,0.001335,1
439,0.028679,-0.004371,-0.001891,0.00005,0.008817,-0.052046,0.011656,0.018949,0.013985,-0.014123,1
440,-0.018651,-0.037042,0.016092,0.034005,-0.012102,0.025633,0.018412,0.016131,0.006818,-0.01277,1
441,0.002559,0.015325,0.02136,0.051995,0.019892,-0.061516,0.036739,0.005857,0.054715,0.014277,1
442,0.005358,-0.022226,0.005919,0.048389,0.049419,-0.082847,0.045082,0.007415,0.0406,-0.002797,1
443,0.016273,0.004597,0.014883,0.056162,-0.039137,-0.006425,0.034694,0.023325,-0.019062,-0.007854,1
444,0.02587,0.017211,0.021991,0.07585,-0.054222,0.012187,0.020371,0.002653,-0.011454,-0.023534,1
445,0.027496,0.007963,0.021275,0.075517,-0.053237,0.012691,0.024999,0.002078,-0.009391,-0.023821,1
446,0.029103,-0.001268,0.020538,0.075164,-0.052259,0.013215,0.029618,0.001492,-0.007276,-0.02413,1
447,0.03067,-0.010481,0.019754,0.074818,-0.051299,0.013763,0.03424,0.000924,-0.005059,-0.024485,1
448,-0.030889,-0.020059,-0.020608,0.027352,-0.023573,0.007788,-0.042283,0.013464,0.029578,0.015506,1
449,0.028225,0.008295,-0.007572,-0.001929,0.019868,-0.055952,-0.009285,-0.02131,-0.009548,-0.032377,1
450,-0.034684,-0.117645,-0.050528,0.003853,-0.061377,-0.003786,0.033369,-0.009179,-0.026403,0.027052,1
451,0.012515,0.008943,-0.008791,0.002244,0.008166,-0.021915,-0.009111,0.006912,-0.001733,-0.006388,1
452,0.001438,0.014877,0.032712,0.016997,-0.028848,-0.032138,-0.004679,-0.00941,-0.013725,0.004555,1
453,-0.003365,-0.031264,0.016026,0.014557,-0.019027,0.003677,0.01355,0.029705,0.017119,0.014421,1
454,-0.008609,-0.026132,-0.094443,-0.010149,-0.024811,-0.024202,0.029503,-0.101648,-0.035745,0.018289,1
455,0.010194,-0.01005,-0.073788,-0.002394,0.021446,-0.004643,-0.011591,-0.090492,0.004485,-0.00808,1
456,-0.113501,0.086514,-0.033952,-0.00262,-0.045822,0.058262,-0.058124,0.009556,-0.045077,-0.065382,1
457,0.006982,-0.04632,0.050512,0.007769,-0.026935,-0.041443,-0.022472,-0.004564,0.016018,-0.008772,1
458,0.025497,-0.011348,0.050189,0.008903,-0.046636,-0.013548,0.009315,0.018996,0.003189,0.023485,1
459,0.034111,-0.027263,0.050761,0.010606,-0.047871,-0.004995,0.005684,0.017956,-0.002401,0.010067,1
460,0.035538,-0.036386,0.04982,0.010156,-0.046964,-0.004293,0.01028,0.017345,0.000212,0.009533,1
461,0.009572,-0.023538,0.021265,0.005641,-0.031751,-0.061876,-0.031085,-0.00215,0.036487,-0.011165,1
462,-0.013044,-0.033317,0.034084,-0.000012,-0.026236,-0.030534,-0.050549,-0.018327,0.012223,-0.00564,1
463,-0.026538,-0.027167,0.017434,0.003109,-0.038649,-0.010327,-0.050144,-0.013183,0.008579,0.010016,1
464,0.044131,0.017228,0.004094,-0.015906,-0.026725,-0.008272,0.036809,0.043597,0.030544,0.024002,1
465,0.023447,-0.003104,0.026401,0.021635,-0.012429,-0.065858,0.003908,0.010612,-0.006273,-0.009377,1
