@RELATION csv_result-credit_edit

@ATTRIBUTE id REAL
@ATTRIBUTE source_0 REAL
@ATTRIBUTE source_1 REAL
@ATTRIBUTE source_2 REAL
@ATTRIBUTE source_3 REAL
@ATTRIBUTE source_4 REAL
@ATTRIBUTE source_5 REAL
@ATTRIBUTE source_6 REAL
@ATTRIBUTE source_7 REAL
@ATTRIBUTE source_8 REAL
@ATTRIBUTE source_9 REAL
@ATTRIBUTE source_10 REAL
@ATTRIBUTE source_11 REAL
@ATTRIBUTE source_12 REAL
@ATTRIBUTE source_13 REAL
@ATTRIBUTE source_14 REAL
@ATTRIBUTE source_15 REAL
@ATTRIBUTE source_16 REAL
@ATTRIBUTE source_17 REAL
@ATTRIBUTE source_18 REAL
@ATTRIBUTE source_19 REAL
@ATTRIBUTE source_20 REAL
@ATTRIBUTE source_21 REAL
@ATTRIBUTE source_22 REAL
@ATTRIBUTE source_23 REAL
@ATTRIBUTE source_24 REAL
@ATTRIBUTE source_25 REAL
@ATTRIBUTE source_26 REAL
@ATTRIBUTE source_27 REAL
@ATTRIBUTE source_28 REAL
@ATTRIBUTE source_29 REAL
@ATTRIBUTE source_30 REAL
@ATTRIBUTE class {0,1}

@DATA
260,0.037564,-0.01266,0.016906,0.017309,0.010918,0.012261,-0.042524,0.048727,-0.049675,0.018864,-0.014128,-0.000365,-0.009172,0.023643,0.023549,0.033769,-0.042847,-0.03859,0.011285,0.009561,0.004044,0.043745,0.047899,0.012723,-0.012666,0.002397,-0.017924,0.000991,0.013645,-0.059143,-0.059783,1
261,-0.017299,0.02853,0.017183,0.000843,0.018548,-0.048264,0.028841,0.014393,0.004901,0.035591,-0.026346,0.006942,-0.022982,0.058931,0.017608,-0.013549,0.013956,-0.017228,-0.002084,-0.006755,-0.055085,0.04984,0.022252,-0.016035,-0.017936,-0.000189,0.054689,-0.021324,0.000731,-0.002743,-0.0212,1
262,0.008036,0.014658,0.001636,0.047035,-0.056283,0.052276,-0.025774,0.017483,-0.020071,0.003655,0.005407,0.006431,0.001302,0.001668,-0.051132,0.008184,0.031004,0.012748,-0.003687,-0.03059,0.020876,-0.010362,0.0182,-0.010422,0.035395,0.017692,0.038135,-0.054663,-0.006841,-0.014654,0.010513,1
263,-0.03234,0.013804,-0.008089,0.033953,-0.005593,0.055232,-0.021716,0.040484,-0.013602,0.005232,0.022983,0.000805,-0.012641,0.011312,0.013898,0.058736,0.021464,-0.009916,0.021629,-0.01884,0.048458,-0.022554,-0.03372,-0.033578,-0.029904,0.018256,-0.007172,-0.018081,0.020054,-0.003392,-0.021915,1
264,-0.020161,0.008644,-0.008548,-0.010289,0.042404,0.012476,0.025735,0.019541,0.025496,-0.016904,-0.016628,0.002847,-0.031382,0.01406,0.003221,0.010747,-0.000197,-0.005567,0.033808,-0.005076,0.03387,0.000172,0.00261,0.024078,-0.015526,0.046627,0.03033,0.038102,0.024028,-0.043259,0.001076,1
265,-0.023536,0.030463,-0.003688,0.000606,0.024711,0.030628,-0.026741,0.010023,-0.007067,-0.008563,0.006695,0.000942,0.010919,-0.013157,0.016511,0.028643,0.035572,-0.016509,0.013264,-0.045129,0.015498,-0.043753,0.036821,0.053557,-0.015255,0.034234,0.00851,-0.003233,0.026207,-0.04967,0.002243,1
266,-0.027486,0.05514,0.008737,0.009382,0.004819,0.015908,-0.045319,-0.035533,-0.021888,-0.00148,0.043645,0.016643,0.04182,-0.018643,-0.005482,0.013689,0.007781,-0.03468,0.008763,-0.056609,-0.018092,-0.02306,0.002329,0.036023,-0.0215,0.021808,0.035383,0.000197,0.037593,-0.037543,-0.000295,1
267,-0.027485,0.05514,0.008737,0.009383,0.004819,0.015909,-0.045319,-0.035533,-0.021888,-0.00148,0.043644,0.016644,0.041819,-0.018642,-0.005482,0.013689,0.007781,-0.034681,0.008764,-0.05661,-0.018092,-0.02306,0.00233,0.036024,-0.021501,0.021808,0.035385,0.000196,0.037594,-0.037544,-0.000296,1
268,-0.018681,0.04374,0.00398,-0.000885,0.01695,0.026834,-0.04347,-0.042919,-0.008918,0.009455,0.025178,-0.004465,0.068756,-0.037284,-0.005073,0.011634,-0.012236,-0.05402,0.029027,-0.055204,-0.013397,-0.009465,0.008319,0.016128,-0.03292,0.015326,0.038841,-0.026367,0.051403,-0.033377,0.022615,1
269,-0.01868,0.04374,0.003979,-0.000884,0.01695,0.026834,-0.04347,-0.042919,-0.008918,0.009456,0.025177,-0.004463,0.068756,-0.037283,-0.005073,0.011634,-0.012236,-0.054021,0.029029,-0.055204,-0.013397,-0.009465,0.008319,0.016128,-0.03292,0.015327,0.038842,-0.026367,0.051404,-0.033377,0.022615,1
270,-0.055215,0.0367,-0.019348,0.007918,0.025797,0.006385,-0.003066,-0.006206,0.032568,-0.008768,0.02281,0.017417,0.040914,0.009373,-0.008076,0.018815,0.005105,-0.006432,0.034451,0.02316,-0.008911,-0.002389,0.016169,0.088133,-0.023089,0.037871,0.011376,-0.00608,0.021091,-0.059867,-0.030991,1
271,-0.028722,-0.025565,0.00853,0.031191,-0.042183,0.000552,0.013708,0.014569,0.023844,0.034396,-0.010978,-0.021042,0.036555,0.051339,-0.004801,0.001427,0.017812,0.000998,0.033256,0.007579,0.012239,0.017892,0.001714,-0.013879,-0.045866,0.034199,0.030228,-0.03557,0.013058,-0.000497,0.01231,1
272,0.00146,0.023304,-0.00437,-0.005276,0.022804,0.050365,0.007605,0.020783,0.00476,-0.000514,-0.014034,0.029513,-0.038292,0.016656,-0.067925,0.003396,-0.013589,0.018711,0.023043,0.00345,-0.015501,0.035879,0.041463,0.047972,0.039816,0.009163,0.056766,-0.031377,-0.016415,-0.020333,-0.016172,1
273,-0.046156,0.022134,-0.043551,0.038205,0.013336,0.00457,-0.041742,-0.028479,-0.000192,-0.017506,0.041845,0.02734,0.020579,0.009754,-0.015324,-0.000539,-0.022706,-0.026353,0.016045,-0.003637,0.001757,0.015989,-0.010622,0.040513,-0.01539,0.01863,0.01759,0.002557,0.057288,-0.046385,-0.024352,1
274,-0.046155,0.022134,-0.043551,0.038206,0.013336,0.004571,-0.041742,-0.028479,-0.000192,-0.017506,0.041844,0.027341,0.020578,0.009755,-0.015324,-0.000538,-0.022706,-0.026354,0.016046,-0.003637,0.001758,0.015989,-0.010622,0.040513,-0.015391,0.01863,0.017591,0.002557,0.057289,-0.046386,-0.024353,1
275,-0.044366,0.012038,-0.042189,0.02926,0.012426,0.015647,-0.001297,-0.031706,0.020556,-0.046048,0.049204,0.036761,0.030161,0.002629,0.001889,0.009515,-0.009205,-0.035558,0.014354,-0.002262,0.002886,0.012612,-0.00619,0.037094,-0.022498,0.00121,0.04715,0.010219,0.053408,-0.024901,-0.005275,1
276,-0.044366,0.012038,-0.042189,0.029261,0.012427,0.015648,-0.001297,-0.031706,0.020557,-0.046048,0.049204,0.036763,0.03016,0.00263,0.001888,0.009516,-0.009204,-0.035559,0.014355,-0.002262,0.002887,0.012613,-0.006189,0.037094,-0.022499,0.001211,0.047151,0.010219,0.053409,-0.024901,-0.005275,1
277,-0.03213,0.014704,-0.008393,0.002762,0.018461,0.05176,-0.028928,-0.003144,-0.005683,0.014302,-0.007358,0.05004,0.004303,0.002304,0.015981,0.058215,0.020627,-0.009058,0.016131,-0.042456,-0.009675,-0.021376,0.033826,0.001603,-0.020428,0.011895,-0.011899,-0.008262,0.000874,-0.032128,-0.024617,1
278,-0.031394,0.000152,-0.007125,-0.003412,0.020118,0.046264,-0.005406,-0.00467,0.007729,-0.004914,-0.004338,0.034372,0.00575,0.005164,0.032354,0.054312,0.012161,-0.023303,0.030398,-0.027838,-0.00273,-0.025187,0.036367,0.018147,-0.036517,0.007092,0.005891,-0.006562,0.010585,-0.015539,-0.010905,1
279,-0.03741,0.017787,-0.022685,0.0034,0.031524,0.029828,-0.007924,0.0004,0.029468,0.00386,-0.006726,0.028524,0.00281,0.011186,0.012861,0.050552,0.023633,-0.013708,0.026226,-0.034337,0.004046,-0.023721,0.022951,0.021181,-0.012294,0.005366,-0.001187,0.001685,0.008936,-0.014376,-0.041369,1
280,-0.027138,-0.005521,-0.007729,0.038397,0.016424,0.03389,0.025514,0.011903,0.027736,-0.02684,0.001745,0.04336,0.022993,0.007563,0.04266,0.063925,0.02256,-0.025908,0.034319,-0.00548,0.019431,-0.031361,0.033778,0.022046,-0.015349,-0.004981,0.001746,-0.008355,0.006115,-0.008912,-0.011698,1
281,0.038146,-0.013159,0.001576,-0.024068,-0.007807,0.072902,-0.00909,0.020109,-0.015894,-0.044854,-0.033738,0.053869,-0.031128,-0.035472,-0.052775,-0.018843,0.029825,-0.007393,0.020498,-0.013906,-0.011705,0.032194,0.045208,0.036272,0.022805,0.021726,0.040207,-0.055304,-0.01287,-0.024672,0.008538,1
282,0.042366,-0.046141,-0.003227,0.023675,-0.026939,0.017151,0.009491,0.011426,0.02825,0.010377,-0.028991,0.048394,0.008695,0.004311,-0.038564,0.045257,-0.01658,-0.003608,0.070261,-0.031892,0.01328,0.011494,0.017129,-0.018974,-0.055023,0.011647,-0.061045,-0.0473,0.012775,0.018638,-0.02139,1
283,0.009907,-0.030778,-0.016378,0.106521,0.033173,0.004807,0.132624,0.006264,0.041496,-0.121623,0.012863,-0.000171,0.009296,0.031294,0.039199,-0.013517,0.016325,-0.011959,0.041766,0.020021,0.047829,-0.012418,0.067814,-0.005099,-0.062422,-0.018724,0.018594,-0.014361,0.077906,-0.010437,0.039774,1
284,0.097864,0.033723,0.030502,-0.037619,-0.026203,-0.015055,-0.046022,-0.002821,-0.071131,0.045924,0.018692,0.016863,-0.06712,0.008908,-0.034234,0.058972,-0.035081,-0.077562,0.004058,-0.027191,-0.063948,0.045205,0.062203,-0.037262,-0.043186,0.002202,-0.005444,-0.039368,0.011384,-0.034396,-0.057588,1
285,0.030429,0.004143,-0.01122,0.035035,-0.000694,0.018704,0.003461,0.009557,0.027437,-0.044605,0.006117,-0.022335,-0.044214,0.004743,0.00339,0.018955,-0.018084,-0.019964,0.049098,-0.047588,0.052649,-0.061758,0.032239,0.040954,0.01163,0.028469,-0.011061,0.007204,0.033504,-0.023341,0.005204,1
286,0.036368,0.007266,-0.029015,0.017418,0.035473,0.042306,-0.009386,0.074565,0.055418,0.011092,0.008829,-0.011919,-0.094341,0.047046,-0.034321,-0.032347,-0.034426,-0.029165,0.026959,0.068517,-0.012296,0.01096,0.009498,0.005657,-0.023771,-0.003805,-0.049745,0.050087,-0.011829,0.070398,0.036662,1
287,0.007277,0.043602,-0.034136,-0.004858,0.006743,0.063285,0.002239,0.009178,0.040582,0.013125,-0.009988,0.000142,-0.044231,-0.017673,0.026985,-0.013473,0.033695,0.007339,0.012041,0.050466,-0.043094,-0.034695,-0.000142,0.036785,-0.010627,0.01792,-0.017985,-0.013375,0.001589,-0.037243,0.016825,1
288,0.101131,0.029879,0.019778,-0.019011,-0.028845,-0.040215,-0.019761,-0.018024,-0.031759,0.068394,0.032569,-0.045773,-0.061532,-0.003978,0.002609,-0.006708,0.006271,-0.067569,0.003342,0.042794,-0.078539,0.0208,0.056016,0.000737,-0.048176,-0.000643,0.019671,0.003371,0.005725,-0.020758,-0.006205,1
289,0.009121,-0.026237,-0.034649,0.005322,0.036611,-0.011045,0.024511,-0.030539,0.055982,0.027435,-0.02261,0.006077,-0.06359,0.014063,0.00936,-0.081881,0.010718,0.026074,0.023433,0.001047,-0.064908,0.034553,0.020231,-0.004492,-0.015165,0.020632,0.014934,0.050547,-0.000528,-0.016917,0.040134,1
290,0.030235,-0.042967,-0.032574,-0.003406,-0.031318,-0.011077,-0.007107,0.020214,0.039912,0.034844,0.000615,0.013253,-0.034018,-0.002069,0.01949,-0.071208,0.042363,0.017638,0.00478,-0.043229,-0.052314,0.007822,-0.005675,0.005435,-0.049201,0.011945,-0.025015,0.023487,0.009365,0.012958,0.022582,1
291,0.024189,-0.001741,-0.032616,0.002114,-0.035423,0.043447,-0.012202,0.018593,0.068149,0.001167,0.03023,-0.003417,-0.001559,0.028316,0.030822,-0.017554,0.051517,-0.070797,-0.045266,0.068194,-0.074326,0.010967,0.055047,-0.014998,-0.031648,0.00847,-0.023335,0.041316,-0.010651,0.002918,0.048962,1
292,0.037954,-0.019071,0.017756,0.016903,-0.010008,0.025183,0.026806,-0.016802,0.028548,0.048095,-0.015583,0.013381,-0.048772,-0.005153,0.013939,0.022176,-0.01644,-0.017229,0.054357,0.035909,-0.022306,-0.026178,0.01216,0.021822,0.014631,0.001187,-0.012904,0.055491,0.008902,0.043251,-0.026491,1
293,0.029627,-0.065089,0.004484,-0.011379,-0.001043,0.042564,0.036146,-0.004323,0.035679,0.007269,0.01095,0.02579,-0.047343,-0.003592,0.070366,-0.007802,-0.014294,-0.041245,0.040465,0.051413,-0.027171,0.019109,0.030405,0.009695,-0.026616,-0.049189,0.031072,0.044015,0.000596,0.05579,0.007408,1
294,-0.025629,0.03431,0.044337,-0.00529,0.027069,0.030646,-0.00865,-0.011387,-0.038643,0.083236,0.021774,-0.012173,0.040994,-0.023037,0.011682,0.012371,0.073657,0.008073,-0.001011,0.033569,-0.13577,0.037364,-0.022301,0.051876,-0.025649,0.039271,0.012098,-0.008381,0.011033,0.008796,-0.009091,1
295,0.009622,0.013737,0.048239,0.016846,0.024483,0.047038,0.0359,0.005303,-0.04113,0.04945,0.019143,-0.047831,0.066631,-0.026431,-0.006198,0.024495,0.032258,0.020766,0.005182,0.035511,-0.06266,-0.001485,-0.013235,0.069738,-0.038098,0.060392,0.010861,0.057584,0.064052,-0.030706,0.009213,1
296,0.016002,0.02486,0.013582,0.014002,0.028334,0.066507,-0.001739,0.035456,-0.055278,0.062235,0.052539,-0.018997,0.018234,-0.058473,-0.040479,0.050167,0.035706,0.023743,0.006246,0.015711,-0.038822,0.01138,-0.04136,0.029003,-0.014436,0.022221,0.00705,0.011458,0.030215,0.006177,0.004558,1
297,0.015446,0.005373,0.024233,0.020659,0.030199,0.048289,-0.00487,0.029603,-0.05185,0.066899,0.057586,-0.023265,0.026102,-0.041063,-0.032245,0.049643,0.032669,0.019837,0.012199,0.014088,-0.026899,0.008859,-0.040445,0.021087,-0.035304,0.007519,0.00503,0.028635,0.027136,0.018515,-0.007493,1
298,0.010326,0.003125,0.00329,0.010114,0.029912,-0.015327,0.016957,0.034744,-0.006227,0.08291,0.035464,0.015563,0.019321,-0.035357,0.001807,0.056804,0.05127,0.000619,0.018729,-0.004127,-0.051696,-0.00125,-0.032006,-0.000404,-0.029058,-0.020411,0.027379,0.019504,-0.042519,0.043375,0.015048,1
299,0.010326,0.003125,0.00329,0.010115,0.029912,-0.015327,0.016957,0.034744,-0.006226,0.08291,0.035464,0.015564,0.01932,-0.035356,0.001807,0.056804,0.05127,0.000618,0.01873,-0.004128,-0.051696,-0.00125,-0.032006,-0.000403,-0.029058,-0.02041,0.02738,0.019504,-0.042518,0.043375,0.015048,1
300,0.017027,0.020408,-0.003831,-0.014826,0.022544,0.000285,0.059701,0.035571,0.019431,0.045654,0.045326,0.045999,0.021534,-0.061273,0.015677,0.067982,0.055577,-0.013735,0.019885,0.006937,-0.053977,-0.006059,-0.041443,0.013058,-0.026462,-0.042115,0.062889,0.016407,-0.052993,0.064193,0.039876,1
301,0.017028,0.020408,-0.003831,-0.014824,0.022544,0.000286,0.059701,0.035571,0.019431,0.045655,0.045326,0.046,0.021533,-0.061272,0.015677,0.067983,0.055577,-0.013736,0.019886,0.006936,-0.053977,-0.006059,-0.041443,0.013059,-0.026463,-0.042114,0.06289,0.016407,-0.052993,0.064192,0.039876,1
302,0.026623,-0.020066,0.031697,0.042635,0.035349,0.040652,0.037662,0.047975,-0.025772,0.031737,0.030548,-0.031321,0.083614,-0.016376,0.005748,0.036038,0.046879,0.026669,0.002555,0.059762,0.000554,0.014965,-0.006188,0.061772,-0.048793,0.000033,0.005273,0.066514,0.034135,-0.019894,-0.00906,1
303,0.028928,-0.003408,-0.06246,0.013728,0.032301,-0.03647,-0.00674,0.082116,-0.005207,0.068251,-0.000976,0.07862,-0.009306,-0.052815,0.018999,0.003382,0.002326,-0.001976,-0.000987,-0.012302,-0.067225,0.034221,-0.010439,0.023309,0.014878,-0.02328,-0.006549,0.000319,-0.038485,-0.021373,0.033122,1
304,0.028929,-0.003408,-0.06246,0.013729,0.032302,-0.036469,-0.00674,0.082116,-0.005206,0.068251,-0.000976,0.078621,-0.009307,-0.052814,0.018999,0.003383,0.002326,-0.001977,-0.000986,-0.012303,-0.067224,0.034221,-0.010439,0.02331,0.014877,-0.02328,-0.006548,0.000319,-0.038484,-0.021374,0.033122,1
305,0.029542,0.003882,-0.046849,0.047282,0.010429,-0.037469,0.015878,0.052046,-0.002355,0.057273,0.012958,0.084394,0.003053,-0.056707,0.02445,0.018058,-0.005308,-0.026008,0.003393,-0.014372,-0.076598,0.021748,-0.034876,-0.007889,0.031633,-0.02269,0.006221,-0.00103,-0.020416,0.006095,0.044021,1
306,0.029543,0.003883,-0.046849,0.047283,0.010429,-0.037468,0.015878,0.052046,-0.002354,0.057274,0.012958,0.084396,0.003053,-0.056706,0.024449,0.018058,-0.005307,-0.02601,0.003394,-0.014373,-0.076597,0.021748,-0.034876,-0.007889,0.031632,-0.02269,0.006222,-0.00103,-0.020415,0.006095,0.04402,1
307,0.046532,-0.028062,-0.045939,0.075537,0.023435,-0.049697,-0.001156,0.114233,-0.03133,0.04899,0.020467,-0.028148,-0.000509,-0.009603,0.030355,-0.005993,-0.0551,-0.007618,0.021169,0.032196,0.017405,0.003791,-0.024018,0.05331,-0.00495,0.003165,-0.007368,0.047314,0.017619,-0.05148,0.029615,1
308,0.046533,-0.028062,-0.045939,0.075538,0.023435,-0.049696,-0.001156,0.114233,-0.031329,0.04899,0.020467,-0.028146,-0.000509,-0.009602,0.030355,-0.005992,-0.055099,-0.00762,0.02117,0.032195,0.017406,0.003791,-0.024018,0.053311,-0.00495,0.003166,-0.007367,0.047314,0.017619,-0.05148,0.029615,1
309,0.028048,-0.012543,-0.049318,0.054483,0.003482,-0.074942,0.006621,0.074574,-0.007097,0.056213,0.014388,0.035465,-0.024795,-0.01864,0.053036,-0.010937,-0.060707,-0.042254,0.025927,0.016095,-0.066437,0.015367,-0.03853,0.036179,0.017392,-0.002711,0.000954,0.011757,-0.001731,-0.009178,0.033241,1
310,0.028049,-0.012543,-0.049318,0.054484,0.003482,-0.074941,0.006621,0.074575,-0.007096,0.056214,0.014387,0.035466,-0.024795,-0.018639,0.053035,-0.010937,-0.060706,-0.042255,0.025928,0.016094,-0.066436,0.015367,-0.03853,0.036179,0.017392,-0.002711,0.000956,0.011757,-0.00173,-0.009179,0.033241,1
311,0.041202,-0.000738,0.013489,0.100067,-0.010815,0.015774,0.007516,0.033668,-0.042113,0.082024,-0.019932,0.060923,0.06567,-0.03522,0.000859,0.068302,0.029131,0.008846,0.000234,0.032703,-0.066555,0.014579,-0.014525,-0.000594,0.037676,0.019845,-0.051681,0.005413,-0.003493,-0.01974,-0.001392,1
312,0.012999,-0.003255,0.00168,0.0093,0.015526,0.000155,-0.01417,0.05616,-0.013415,0.073415,0.028903,-0.014668,-0.000239,0.002808,0.023443,0.012627,-0.025973,-0.021868,0.019146,0.039617,-0.066841,0.026025,-0.05257,0.030247,-0.017124,-0.012562,0.007426,0.016864,-0.000773,0.004904,-0.048131,1
313,0.027011,-0.028373,0.010848,0.068479,0.029271,-0.004552,0.019179,0.065093,-0.019799,0.044686,0.009665,-0.037237,0.07814,-0.000227,0.012584,0.019774,0.026646,0.019349,0.002508,0.056316,0.012581,-0.006053,-0.017967,0.044776,-0.030669,0.00973,0.008313,0.066622,0.006965,-0.056437,0.007245,1
314,0.026404,-0.021424,-0.028209,-0.058741,0.017491,0.026594,0.00912,0.070123,0.004042,0.051594,-0.008596,0.023189,-0.03109,-0.014271,0.016545,0.008918,-0.041772,-0.014777,0.009178,0.030722,-0.091723,0.021925,-0.023303,0.056115,-0.019461,-0.002903,0.017251,0.019099,-0.009729,-0.025092,-0.037721,1
315,0.019922,-0.017522,0.013917,0.058011,0.019737,-0.057477,0.028567,0.040813,0.009934,0.048331,-0.009638,0.027147,0.022914,-0.007561,0.025384,0.005246,-0.002751,-0.023715,0.03464,0.020208,-0.069099,-0.028613,-0.036289,0.04905,0.004052,-0.005083,-0.005876,0.011994,-0.008432,0.010849,-0.015193,1
316,0.031834,-0.000263,0.024255,0.065404,0.012699,-0.021606,0.022771,0.036822,-0.00079,0.042319,-0.031038,0.02835,0.063439,-0.013685,0.016085,0.013335,0.018954,-0.015959,0.011278,0.038105,-0.059771,-0.031844,-0.039108,0.032978,0.0126,-0.007162,0.00279,0.010536,-0.016186,-0.026477,-0.016451,1
317,0.039542,-0.094316,-0.008257,0.047747,0.01739,-0.081635,-0.011982,0.061249,0.008257,0.011562,-0.076356,0.013796,-0.025307,0.029331,0.012386,-0.063659,-0.066966,-0.071034,0.014996,0.001394,-0.064588,-0.112775,-0.060841,-0.029754,0.003506,-0.026365,0.050984,-0.030179,-0.047203,-0.07944,-0.019382,1
318,0.039543,-0.094316,-0.008258,0.047748,0.01739,-0.081634,-0.011982,0.061249,0.008258,0.011562,-0.076356,0.013797,-0.025307,0.029332,0.012386,-0.063658,-0.066966,-0.071035,0.014997,0.001393,-0.064587,-0.112775,-0.060841,-0.029753,0.003505,-0.026364,0.050986,-0.030179,-0.047202,-0.07944,-0.019383,1
319,0.039543,-0.094315,-0.008258,0.047749,0.01739,-0.081633,-0.011982,0.061249,0.008259,0.011563,-0.076357,0.013798,-0.025308,0.029333,0.012386,-0.063658,-0.066965,-0.071036,0.014998,0.001392,-0.064587,-0.112775,-0.060841,-0.029752,0.003505,-0.026364,0.050987,-0.03018,-0.047201,-0.07944,-0.019383,1
320,0.039544,-0.094315,-0.008258,0.04775,0.01739,-0.081633,-0.011982,0.061249,0.008259,0.011564,-0.076357,0.013799,-0.025308,0.029334,0.012385,-0.063657,-0.066965,-0.071038,0.015,0.001391,-0.064586,-0.112775,-0.06084,-0.029752,0.003504,-0.026363,0.050988,-0.03018,-0.0472,-0.079441,-0.019384,1
321,0.021323,-0.062299,0.011096,-0.002465,0.038787,-0.0277,0.005756,0.063563,0.007579,0.029058,-0.013803,0.002552,0.004084,0.009851,0.002777,-0.008446,-0.001344,-0.011544,0.024797,0.038764,-0.033951,-0.046843,-0.032557,0.049049,-0.04783,-0.027683,0.025448,0.014816,-0.036725,-0.023683,-0.039766,1
322,0.049125,-0.002642,0.008916,0.025239,-0.026469,0.030649,-0.00338,0.03191,0.025921,0.052542,-0.003185,-0.032393,-0.031023,-0.000276,0.011839,-0.001556,0.015944,0.043569,-0.008697,0.036614,0.070459,-0.071693,0.009473,0.068954,0.032259,-0.013437,-0.009668,0.009298,0.044851,-0.01463,0.061504,1
323,0.049693,-0.047873,0.000535,0.021408,0.021347,0.028034,-0.020138,-0.016509,0.020791,0.034733,-0.014669,-0.064101,0.003601,-0.041424,0.006347,-0.054277,0.009047,-0.018907,0.043275,0.021044,0.047938,-0.000888,0.03516,-0.009814,-0.00249,-0.009246,0.00167,0.046488,0.036673,0.003028,0.042054,1
324,0.02938,-0.071765,0.018527,0.006283,0.052743,-0.010716,-0.003294,0.067661,-0.00154,0.018117,-0.000937,-0.05049,0.027164,0.018649,-0.01571,-0.019647,-0.008249,-0.005333,0.012501,0.029713,0.016755,-0.061277,-0.048824,0.020886,-0.064043,-0.042768,0.044466,0.046797,-0.014532,-0.043066,-0.050122,1
325,0.027898,-0.072965,-0.00178,0.030849,0.043394,-0.002772,-0.01704,0.04218,-0.013796,0.025413,-0.014382,0.012557,0.053253,-0.013857,-0.039842,0.00306,0.046708,0.011402,-0.016944,0.015726,0.012917,-0.052429,-0.043438,-0.031001,-0.041162,-0.04146,0.043606,0.028021,-0.046559,-0.057117,-0.002255,1
326,0.031711,-0.005053,0.021223,0.039463,0.029037,0.113974,-0.040644,-0.023898,-0.051634,0.028384,-0.006094,-0.016943,-0.019296,-0.032934,-0.039068,-0.000567,0.025397,0.0281,0.006388,0.053411,0.012041,-0.014378,0.024679,-0.026957,0.014831,-0.017449,-0.017063,0.018554,0.017308,-0.026216,-0.022033,1
327,-0.000007,-0.016802,0.00898,0.002518,0.046599,0.11458,-0.05484,-0.039229,-0.047434,-0.004939,0.012346,-0.023031,-0.070998,-0.04452,-0.065232,-0.044431,0.036638,0.013731,0.003513,0.044716,-0.01402,-0.037137,-0.002881,-0.03294,0.011185,-0.015253,0.030032,-0.035017,0.012816,-0.022263,-0.007537,1
328,-0.015043,-0.000279,0.033219,0.012119,0.046887,0.069737,-0.059901,-0.053662,-0.024279,0.021739,-0.022718,0.022659,-0.054757,-0.02997,-0.028151,-0.042167,0.086536,0.002175,0.014081,0.052376,-0.075647,-0.029367,0.008927,-0.022303,0.026653,-0.043603,0.008957,-0.080667,-0.047654,0.024445,-0.036604,1
329,0.02278,-0.04232,-0.024406,0.033813,0.016615,0.004459,0.011847,0.051289,-0.004238,0.017088,0.003843,0.006899,0.00753,-0.039245,-0.047107,0.02855,0.022573,-0.007348,-0.003803,0.022204,-0.008234,-0.0724,-0.079544,-0.041331,0.013079,-0.013804,0.064788,-0.008731,-0.051852,-0.035036,0.028278,1
330,0.056166,-0.055911,0.016878,0.064273,0.023022,-0.017459,0.029121,0.065211,-0.000301,0.013035,-0.02206,0.013776,0.05184,-0.02205,-0.036146,0.039225,0.013397,0.000037,0.018297,0.029928,0.033935,-0.100689,-0.0566,-0.007333,-0.010363,-0.043183,0.022675,0.026095,-0.048168,-0.02869,-0.011385,1
331,0.040887,-0.075897,-0.006399,-0.025868,0.041427,0.000343,0.013504,0.059015,0.004004,-0.016532,-0.032511,0.029233,-0.000488,-0.04063,-0.067851,-0.008914,-0.001512,0.003256,0.002371,0.014071,-0.002542,-0.114706,-0.059108,0.001698,-0.025609,-0.04171,0.050264,0.000965,-0.053058,-0.058825,-0.01037,1
332,0.008365,-0.056301,0.037534,0.009946,0.008806,-0.017492,0.045551,-0.003898,0.028289,0.001915,-0.078764,0.002376,0.044282,0.001308,-0.023122,-0.012287,0.026807,-0.030364,-0.008547,0.032532,-0.102389,-0.126685,-0.066629,-0.029721,0.014825,0.009104,0.073321,-0.017144,-0.056083,-0.065032,-0.014997,1
333,0.077318,0.049591,-0.03581,-0.017908,-0.060433,0.02486,-0.012805,0.006295,-0.020197,0.04719,0.027006,-0.107871,-0.010846,0.000012,-0.036481,0.002174,0.049765,-0.041246,-0.074871,0.039427,-0.057403,-0.009743,0.044522,-0.061462,-0.038059,0.027117,-0.000302,0.041662,0.036496,-0.029975,0.038168,1
334,0.020886,-0.071609,0.069482,0.004083,0.014765,0.045216,0.018022,0.018594,-0.0128,-0.032289,-0.041176,-0.077354,0.022057,0.014285,-0.065451,-0.011148,0.006238,-0.031565,0.00138,0.076552,-0.034871,-0.161179,-0.103395,-0.026983,-0.019409,-0.009267,0.094127,-0.037026,-0.029513,-0.066561,-0.064589,1
335,0.072554,0.198684,0.004399,-0.029492,0.0379,0.113173,0.030751,0.11199,0.119665,0.174764,-0.167478,-0.149819,0.038619,0.029975,0.071398,-0.036496,-0.05324,0.00092,-0.076788,-0.162804,-0.038865,-0.045187,-0.061901,-0.098435,0.197262,-0.120689,-0.012705,0.067367,0.10178,0.026972,-0.157562,1
336,0.019456,-0.088945,0.043924,-0.066571,0.053893,0.043183,0.010075,-0.001358,0.001584,-0.071752,-0.087982,-0.006313,0.008887,-0.026287,-0.111077,-0.067645,0.034783,-0.010768,-0.022254,0.03163,-0.058353,-0.186194,-0.078509,-0.001411,-0.034436,-0.017408,0.106589,-0.052136,-0.038381,-0.109925,-0.042829,1
